english,chinese
Li Ping is looking after her mother.,李萍正在照顾她的母亲。
"In the UK, the most persistent mendicants for public funds are the arms exporters, which have recently stepped up their campaign for defence contracts and other government support.",在英国，对公共资金表现出最持久渴望的当属军火出口商。最近，它们加大了争取国防合同和其它政府支持的活动力度。
"The capsule included medical, sleeping, landing, storage and surface modules with a total interior space of only 550 cubic meters.",机舱容积只有五百五十立方米，要有医疗，睡眠，着陆，储藏，和表面模块等模拟功能和设备。
"When you are a top side and you have been there for years, you approach every game only thinking about winning and getting three points.",当你身在豪门并多年如此，你打每一场比赛的目的都是拿下对手，全取三分。
"Xin an rationalism is an important branch of Zhuxi's Philosophy, to spread in Huizhou (named Xin an far back in history) for the most part.",新安理学是朱子学的重要分支之一，主要由徽州籍理学家为主干组成。
"At the same time, the efficiency of COD removal was 87.24%, which demonstrates the coinstantaneous removing of both organic and nitrate nitrogen.",COD的平均去除率为87.24％，基本实现了同一反应器中有机物和硝酸盐的共同去除。
The weeds are the sons of the evil one,稗子，就是那恶者之子。
Once he tried to lighten the numb darkness and weariness and horror within him by thinking of his home; but he could not remember what sunlight looked like or his mother's face.,他曾经想到家，希望能以此驱散胸中郁积的已麻木的黑暗、疲劳和恐惧，但是他却记不起阳光的感觉也记不起他妈妈的脸。
According to the American Rheumatic Association (ARA) 1987 revised criteria for rheumatoid arthritis (RA) 34 admitted patients with RA were collected.,依照美国风湿病学会（ARA）1987年修订的类风湿性关节炎（RA）诊断标准，收集了住院RA 34例。
Extinct fishlike jawless vertebrate having a heavily armored body; of the paleozoic.,已经灭绝的长有很重披甲的鱼形无颚动物；古生代的生物。
"Many flavors, including salty, sweet, hot, and sour are offered.",有多种口味，包括咸、甜、辣、酸。
Mike is in Vienna with his girlfriend Daisy.,麦克和他的女朋友黛西现在正在维也纳。
The paper builds the top speed prediction modal of airflow which is engendered due to weighting over great extent.,本文建立了采空区大面积顶板冒落造成的冲击气浪的最大速度预测模型。
There is every reason to believe that China's resumption of sovereignty over Macao in 1999 will proceed smoothly .,完全有理由信任1999年中国对澳门克复行使主权将起利市。
"Another statistic is that he is the most capped outfield player not to have scored a goal for the Three Lions, concentrating instead on his defensive responsibilities.",另一项统计表明，加里是出场次数最多的没进一球的球员，但这是因为他专心于他的防守职责。
"Applications such as machine tools or metal processing will often expose the sensor to target impact, abrasion and the affects of aggressive solvents and fluid.",加工机床等应用往往会暴露或金属传感器的目标冲击，耐磨损和流体溶剂和积极影响。
"While people used to take their break with a leisurely meal or stroll, they now spend their time shopping, making personal calls or checking their online bank account.",据《每日电讯报》5月19日报道，上班族在午间漫不经心地享用美食甚至饭后漫步的情景已经不多见了，越来越多的人都在利用午餐时间去购物、打电话或是查询网络银行帐户等。
This Warning event indicates that the primary header page of the log file was damaged.,此警告事件表示日志文件的主首页已损坏。
He could mesmerize an audience by the sheer force of his presence.,他只要一出场，观众就为之倾倒。
"Considering effective action area of matric suction on granular media, the concepts of equivalent matric suction and generalized soil—water characteristic curve were presented.",文中考虑了基质吸力的作用面积，提出了等效基质吸力和广义土-水特征曲线的概念。
"He is not stupid, just lazy.",他倒不笨，只是懒。
Trainers will not see consistency in a command until they take their dogs through stimulus control.,训练者会看到口令的效果不太一致，除非他们使用刺激控制。
CONCLUSION: ①Acute aerobic exercise can down-regulate the levels of plasma insulin and leptin in rats with diabetes.,结论：①一次性游泳运动可以降低糖尿病大鼠血胰岛素、血瘦素水平。
"Through irony and an intuitive association of two ironically oriented, analysis Laoshe is how to cleverly satirical skills of the pen, the problem will be to understand the times exposed.",透过联想讽刺及直观讽刺两个面向，分析老舍是如何巧妙地以技巧性的讽刺之笔，将时代的问题明白的揭露出来。
For the reason why the work was too hard to me I nearly gave up this work.,由于这个工作对于我太苦了我几乎半途放弃。
"Meanwhile, to obtain a Dragon Ball Tien Shinhan must first atone for the brutality of his past.",另一方面，为了得到一颗龙珠，天津饭必须首先为自己过去的冷酷无情做出赎罪。
"If that happened, then the U. S. would look inward towards itself and would remove itself from the world.",如果发生这种情况，美国就会向内看，自顾自，退出国际舞台。
"However, it should be easier to use components from Geddy ""a la carte,"" or replace one specific piece with something else.",但Geddy提供组件应该更容易选择和使用， 或者某个特定的部分能很容易地被其他内容替换。
"According to them introduced that stand chair's behind, between two steel frames warded off 6 small regions, might park the wheelchair.",据他们介绍，一层看台坐椅的后面，两个钢架之间辟出了6个小区域，可以停放轮椅。
Outcome of proximal humerus fractures treated by PHILOS plate internal fixation.,应用PHILOS内固定系统治疗肱骨近端骨折的疗效分析。
